Protein ID,Protein names,Gene names,dirsign,BCC count,BCC proportion,SCC count,SCC proportion,Proportion_Test Rank,HG_Test Rank,Wilcoxon Rank,Minimal Rank
Q71U36, Tubulin alpha-1A chain; Tubulin alpha-3D chain; Tubulin alpha-3C chain,TUBA1A;TUBA3D,UP,34.0,0.5666666666666667,29.0,0.4603174603174603,3261.5,2897.5,614.0,614.0
P49257, Protein ERGIC-53,LMAN1,UP,36.0,0.6,37.0,0.5873015873015873,6064.0,5840.5,2411.5,2411.5
Q13439, Golgin subfamily A member 4,GOLGA4,UP,26.0,0.43333333333333335,18.0,0.2857142857142857,2099.5,1842.5,1120.0,1120.0
P29350, Tyrosine-protein phosphatase non-receptor type 6,PTPN6,UP,45.0,0.75,41.0,0.6507936507936508,3223.5,2856.5,1662.0,1662.0
Q9UNZ2, NSFL1 cofactor p47,NSFL1C,UP,49.0,0.8166666666666667,49.0,0.7777777777777778,5232.5,4725.5,4087.5,4087.5
Q15046, Lysine--tRNA ligase,KARS1,UP,51.0,0.85,45.0,0.7142857142857143,1772.5,1700.5,2895.5,1700.5
P30043, Flavin reductase (NADPH),BLVRB,UP,54.0,0.9,52.0,0.8253968253968254,3228.0,3065.0,5094.5,3065.0
Q13561, Dynactin subunit 2,DCTN2,DOWN,44.0,0.7333333333333333,47.0,0.746031746031746,6027.5,5848.5,5174.5,5174.5
Q04837," Single-stranded DNA-binding protein, mitochondrial",SSBP1,DOWN,38.0,0.6333333333333333,40.0,0.6349206349206349,6543.5,6265.0,4503.5,4503.5
P00491, Purine nucleoside phosphorylase,PNP,UP,53.0,0.8833333333333333,52.0,0.8253968253968254,4273.0,3707.0,1854.5,1854.5
Q02487, Desmocollin-2,DSC2,DOWN,39.0,0.65,45.0,0.7142857142857143,4636.0,4050.5,346.0,346.0
Q96AG4, Leucine-rich repeat-containing protein 59,LRRC59,UP,29.0,0.48333333333333334,20.0,0.31746031746031744,1712.5,1537.5,1125.5,1125.5
P11177," Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,UP,28.0,0.4666666666666667,26.0,0.4126984126984127,4974.0,4409.0,2856.0,2856.0
P0DPI2," Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial",GATD3A,UP,30.0,0.5,17.0,0.2698412698412698,511.5,491.5,235.0,235.0
P12268, Inosine-5-monophosphate dehydrogenase 2,IMPDH2,UP,36.0,0.6,26.0,0.4126984126984127,1350.5,1219.5,305.0,305.0
P62854, 40S ribosomal protein S26; Putative 40S ribosomal protein S26-like 1,RPS26;RPS26P11,UP,38.0,0.6333333333333333,33.0,0.5238095238095238,3201.5,2788.0,2492.5,2492.5
Q9UMX0, Ubiquilin-1,UBQLN1,DOWN,40.0,0.6666666666666666,45.0,0.7142857142857143,5102.5,4540.5,4716.5,4540.5
O43143, Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,DHX15,UP,28.0,0.4666666666666667,26.0,0.4126984126984127,4974.0,4409.0,2526.5,2526.5
P67775, Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PPP2CA,DOWN,48.0,0.8,51.0,0.8095238095238095,6100.0,6084.0,2969.5,2969.5
Q16576, Histone-binding protein RBBP7,RBBP7,UP,44.0,0.7333333333333333,43.0,0.6825396825396826,4945.0,4416.0,2376.0,2376.0
Q99541, Perilipin-2,PLIN2,DOWN,8.0,0.13333333333333333,10.0,0.15873015873015872,5537.0,5019.0,4988.5,4988.5
P61769, Beta-2-microglobulin,B2M,UP,55.0,0.9166666666666666,52.0,0.8253968253968254,2449.0,2335.0,6207.0,2335.0
Q13347, Eukaryotic translation initiation factor 3 subunit I,EIF3I,UP,36.0,0.6,30.0,0.47619047619047616,2895.0,2465.5,521.5,521.5
Q00341, Vigilin,HDLBP,UP,35.0,0.5833333333333334,24.0,0.38095238095238093,1065.0,955.0,783.5,783.5
O15382," Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2,UP,15.0,0.25,10.0,0.15873015873015872,3115.0,2794.0,2450.0,2450.0
Q15942, Zyxin,ZYX,UP,47.0,0.7833333333333333,46.0,0.7301587301587301,4747.0,4253.5,4280.5,4253.5
Q15008, 26S proteasome non-ATPase regulatory subunit 6,PSMD6,DOWN,42.0,0.7,46.0,0.7301587301587301,5608.0,4950.5,3693.5,3693.5
A1L0T0, 2-hydroxyacyl-CoA lyase 2,ILVBL,UP,9.0,0.15,7.0,0.1111111111111111,4832.5,4555.5,5064.5,4555.5
P54577," Tyrosine--tRNA ligase, cytoplasmic",YARS1,DOWN,38.0,0.6333333333333333,43.0,0.6825396825396826,5071.0,4497.0,5912.5,4497.0
Q16850, Lanosterol 14-alpha demethylase,CYP51A1,UP,5.0,0.08333333333333333,2.0,0.031746031746031744,3153.0,3215.0,3825.0,3153.0
Q99439, Calponin-2,CNN2,UP,35.0,0.5833333333333334,24.0,0.38095238095238093,1065.0,955.0,233.5,233.5
Q01130, Serine/arginine-rich splicing factor 2,SRSF2,UP,39.0,0.65,25.0,0.3968253968253968,346.0,342.0,32.0,32.0
Q92688, Acidic leucine-rich nuclear phosphoprotein 32 family member B,ANP32B,UP,24.0,0.4,21.0,0.3333333333333333,4630.5,3993.5,3544.5,3544.5
P52943, Cysteine-rich protein 2,CRIP2,UP,44.0,0.7333333333333333,27.0,0.42857142857142855,79.5,79.5,65.0,65.0
O94826, Mitochondrial import receptor subunit TOM70,TOMM70,UP,16.0,0.26666666666666666,13.0,0.20634920634920634,4519.0,4021.0,4087.5,4021.0
Q9UKY7, Protein CDV3 homolog,CDV3,DOWN,38.0,0.6333333333333333,45.0,0.7142857142857143,4190.0,3438.5,4075.0,3438.5
Q00688, Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,UP,40.0,0.6666666666666666,41.0,0.6507936507936508,5978.0,5595.0,4988.5,4988.5
P23634, Plasma membrane calcium-transporting ATPase 4,ATP2B4,UP,27.0,0.45,23.0,0.36507936507936506,4187.5,3353.5,3065.5,3065.5
P16989, Y-box-binding protein 3,YBX3,DOWN,33.0,0.55,35.0,0.5555555555555556,6293.5,6151.5,5080.0,5080.0
O76021, Ribosomal L1 domain-containing protein 1,RSL1D1,UP,33.0,0.55,30.0,0.47619047619047616,4439.5,3841.0,2500.0,2500.0
O94979, Protein transport protein Sec31A,SEC31A,UP,40.0,0.6666666666666666,25.0,0.3968253968253968,224.0,216.5,63.0,63.0
P42357, Histidine ammonia-lyase,HAL,UP,45.0,0.75,42.0,0.6666666666666666,3785.5,3280.5,2304.5,2304.5
Q15738," Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",NSDHL,UP,26.0,0.43333333333333335,22.0,0.3492063492063492,4200.0,3371.0,2037.0,2037.0
P32969, 60S ribosomal protein L9,RPL9P8,UP,33.0,0.55,31.0,0.49206349206349204,4823.5,4267.5,4556.5,4267.5
P26368, Splicing factor U2AF 65 kDa subunit,U2AF2,UP,27.0,0.45,22.0,0.3492063492063492,3358.5,3017.5,2189.0,2189.0
P17980, 26S proteasome regulatory subunit 6A,PSMC3,UP,35.0,0.5833333333333334,23.0,0.36507936507936506,779.0,705.0,270.0,270.0
Q13283, Ras GTPase-activating protein-binding protein 1,G3BP1,UP,39.0,0.65,32.0,0.5079365079365079,2289.5,2049.5,1332.5,1332.5
Q03135, Caveolin-1,CAV1,UP,35.0,0.5833333333333334,33.0,0.5238095238095238,4780.5,4200.5,3916.0,3916.0
Q15582, Transforming growth factor-beta-induced protein ig-h3,TGFBI,UP,49.0,0.8166666666666667,48.0,0.7619047619047619,4664.0,4157.0,5100.0,4157.0
P34896," Serine hydroxymethyltransferase, cytosolic",SHMT1,UP,26.0,0.43333333333333335,18.0,0.2857142857142857,2099.5,1842.5,1502.0,1502.0
Q9H3U1, Protein unc-45 homolog A,UNC45A,UP,14.0,0.23333333333333334,9.0,0.14285714285714285,3065.5,2765.5,2604.5,2604.5
Q07507, Dermatopontin,DPT,UP,13.0,0.21666666666666667,11.0,0.1746031746031746,5006.0,4657.0,3853.5,3853.5
P35232, Prohibitin,PHB,UP,45.0,0.75,42.0,0.6666666666666666,3785.5,3280.5,3700.0,3280.5
P12081," Histidine--tRNA ligase, cytoplasmic",HARS1,UP,34.0,0.5666666666666667,16.0,0.25396825396825395,65.5,66.5,78.5,65.5
P62841, 40S ribosomal protein S15,RPS15,UP,40.0,0.6666666666666666,41.0,0.6507936507936508,5978.0,5595.0,5295.0,5295.0
P78417, Glutathione S-transferase omega-1,GSTO1,DOWN,46.0,0.7666666666666667,49.0,0.7777777777777778,6060.0,5994.0,4381.5,4381.5
Q14624, Inter-alpha-trypsin inhibitor heavy chain H4,ITIH4,UP,42.0,0.7,30.0,0.47619047619047616,633.0,576.0,229.0,229.0
Q13162, Peroxiredoxin-4,PRDX4,UP,48.0,0.8,47.0,0.746031746031746,4708.0,4176.5,2840.0,2840.0
P11277," Spectrin beta chain, erythrocytic",SPTB,UP,54.0,0.9,53.0,0.8412698412698413,4053.0,3637.0,1963.5,1963.5
P27105, Erythrocyte band 7 integral membrane protein,STOM,UP,49.0,0.8166666666666667,46.0,0.7301587301587301,3338.5,3077.5,5007.5,3077.5
P02042, Hemoglobin subunit delta,HBD,UP,57.0,0.95,55.0,0.873015873015873,2480.5,2483.5,4590.0,2480.5
Q9Y623, Myosin-4,MYH4,UP,44.0,0.7333333333333333,36.0,0.5714285714285714,1676.5,1526.5,2399.0,1526.5
Q9NUV7, Serine palmitoyltransferase 3,SPTLC3,UP,16.0,0.26666666666666666,12.0,0.19047619047619047,3793.5,3316.5,3144.5,3144.5
P08574," Cytochrome c1, heme protein, mitochondrial",CYC1,UP,23.0,0.38333333333333336,18.0,0.2857142857142857,3321.0,3021.0,2659.0,2659.0
Q9H2G2, STE20-like serine/threonine-protein kinase,SLK,UP,41.0,0.6833333333333333,36.0,0.5714285714285714,3088.0,2691.5,3825.0,2691.5
P21291, Cysteine and glycine-rich protein 1,CSRP1,UP,52.0,0.8666666666666667,40.0,0.6349206349206349,261.0,259.0,229.0,229.0
P12429, Annexin A3,ANXA3,UP,52.0,0.8666666666666667,53.0,0.8412698412698413,5532.5,5019.0,3632.5,3632.5
O14980, Exportin-1,XPO1,UP,32.0,0.5333333333333333,31.0,0.49206349206349204,5361.5,4793.0,2262.5,2262.5
P42766, 60S ribosomal protein L35,RPL35,DOWN,31.0,0.5166666666666667,33.0,0.5238095238095238,6243.5,6109.5,5139.5,5139.5
P16949, Stathmin,STMN1,UP,56.0,0.9333333333333333,57.0,0.9047619047619048,5033.5,4834.0,972.0,972.0
P23229, Integrin alpha-6,ITGA6,UP,41.0,0.6833333333333333,36.0,0.5714285714285714,3088.0,2691.5,3825.0,2691.5
P60228, Eukaryotic translation initiation factor 3 subunit E,EIF3E,UP,34.0,0.5666666666666667,24.0,0.38095238095238093,1409.5,1244.5,510.0,510.0
Q6NUJ1, Proactivator polypeptide-like 1,PSAPL1,UP,29.0,0.48333333333333334,21.0,0.3333333333333333,2136.0,1888.0,2211.5,1888.0
Q9NSE4," Isoleucine--tRNA ligase, mitochondrial",IARS2,UP,17.0,0.2833333333333333,13.0,0.20634920634920634,3804.0,3334.0,3179.0,3179.0
P55036, 26S proteasome non-ATPase regulatory subunit 4,PSMD4,UP,32.0,0.5333333333333333,24.0,0.38095238095238093,2123.5,1846.5,1809.5,1809.5
Q9Y676," 28S ribosomal protein S18b, mitochondrial",MRPS18B,UP,2.0,0.03333333333333333,0.0,0.0,2559.0,3519.0,4716.5,2559.0
P54920, Alpha-soluble NSF attachment protein,NAPA,UP,40.0,0.6666666666666666,40.0,0.6349206349206349,5636.0,4938.0,3505.5,3505.5
P07203, Glutathione peroxidase 1,GPX1,DOWN,44.0,0.7333333333333333,48.0,0.7619047619047619,5660.5,4986.5,6050.5,4986.5
Q96FQ6, Protein S100-A16,S100A16,UP,45.0,0.75,47.0,0.746031746031746,6338.0,6240.0,5139.5,5139.5
P55209, Nucleosome assembly protein 1-like 1,NAP1L1,UP,32.0,0.5333333333333333,13.0,0.20634920634920634,32.0,33.0,62.0,32.0
Q13423," NAD(P) transhydrogenase, mitochondrial",NNT,UP,32.0,0.5333333333333333,17.0,0.2698412698412698,238.0,229.0,254.0,229.0
Q9Y617, Phosphoserine aminotransferase,PSAT1,DOWN,36.0,0.6,44.0,0.6984126984126984,3335.0,3036.0,3485.5,3036.0
P60981, Destrin,DSTN,UP,52.0,0.8666666666666667,50.0,0.7936507936507936,3487.0,3240.0,1433.0,1433.0
P17096, High mobility group protein HMG-I/HMG-Y,HMGA1,DOWN,22.0,0.36666666666666664,31.0,0.49206349206349204,2697.0,2358.0,2376.0,2358.0
P13473, Lysosome-associated membrane glycoprotein 2,LAMP2,UP,37.0,0.6166666666666667,30.0,0.47619047619047616,2314.0,2093.0,4261.0,2093.0
P36222, Chitinase-3-like protein 1,CHI3L1,DOWN,29.0,0.48333333333333334,36.0,0.5714285714285714,4019.5,3306.5,2221.5,2221.5
P39687, Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,UP,46.0,0.7666666666666667,45.0,0.7142857142857143,4789.5,4274.0,3678.0,3678.0
Q9H845," Complex I assembly factor ACAD9, mitochondrial",ACAD9,UP,20.0,0.3333333333333333,19.0,0.30158730158730157,5583.0,4926.0,4793.0,4793.0
P10606," Cytochrome c oxidase subunit 5B, mitochondrial",COX5B,UP,40.0,0.6666666666666666,39.0,0.6190476190476191,5149.5,4634.5,5339.0,4634.5
P12955, Xaa-Pro dipeptidase,PEPD,UP,48.0,0.8,46.0,0.7301587301587301,4258.5,3625.5,2262.5,2262.5
Q96HC4, PDZ and LIM domain protein 5,PDLIM5,UP,42.0,0.7,40.0,0.6349206349206349,4650.0,4037.0,6257.0,4037.0
Q9HC38, Glyoxalase domain-containing protein 4,GLOD4,UP,44.0,0.7333333333333333,32.0,0.5079365079365079,583.0,557.0,115.0,115.0
Q14258, E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,UP,35.0,0.5833333333333334,28.0,0.4444444444444444,2353.5,2110.5,1818.5,1818.5
Q9BVA1, Tubulin beta-2B chain,TUBB2B,UP,45.0,0.75,46.0,0.7301587301587301,5838.5,5365.5,4232.0,4232.0
O75534, Cold shock domain-containing protein E1,CSDE1,UP,34.0,0.5666666666666667,35.0,0.5555555555555556,6114.5,5938.5,6050.5,5938.5
P09467," Fructose-1,6-bisphosphatase 1",FBP1,DOWN,37.0,0.6166666666666667,42.0,0.6666666666666666,5057.0,4490.0,3057.5,3057.5
Q92876, Kallikrein-6,KLK6,UP,42.0,0.7,41.0,0.6507936507936508,5015.0,4495.5,5491.5,4495.5
P35325, Small proline-rich protein 2B,SPRR2B,DOWN,33.0,0.55,35.0,0.5555555555555556,6293.5,6151.5,3611.0,3611.0
Q96A33, Coiled-coil domain-containing protein 47,CCDC47,DOWN,35.0,0.5833333333333334,41.0,0.6507936507936508,4618.0,3987.0,492.5,492.5
Q92900, Regulator of nonsense transcripts 1,UPF1,DOWN,35.0,0.5833333333333334,39.0,0.6190476190476191,5469.0,4870.0,3990.0,3990.0
P80723, Brain acid soluble protein 1,BASP1,UP,52.0,0.8666666666666667,51.0,0.8095238095238095,4380.5,3888.5,3835.0,3835.0
O60313," Dynamin-like 120 kDa protein, mitochondrial",OPA1,UP,22.0,0.36666666666666664,15.0,0.23809523809523808,2339.5,2114.5,1168.5,1168.5
P20042, Eukaryotic translation initiation factor 2 subunit 2,EIF2S2,UP,31.0,0.5166666666666667,31.0,0.49206349206349204,5797.5,5147.5,5115.0,5115.0
P19957, Elafin,PI3,UP,32.0,0.5333333333333333,33.0,0.5238095238095238,6162.0,6025.0,4087.5,4087.5
Q15459, Splicing factor 3A subunit 1,SF3A1,UP,37.0,0.6166666666666667,36.0,0.5714285714285714,5293.0,4713.5,3458.5,3458.5
Q9Y265, RuvB-like 1,RUVBL1,UP,39.0,0.65,30.0,0.47619047619047616,1592.5,1454.0,476.0,476.0
Q15691, Microtubule-associated protein RP/EB family member 1,MAPRE1,DOWN,44.0,0.7333333333333333,47.0,0.746031746031746,6027.5,5848.5,5215.5,5215.5
P78344, Eukaryotic translation initiation factor 4 gamma 2,EIF4G2,DOWN,32.0,0.5333333333333333,34.0,0.5396825396825397,6280.0,6137.0,5215.5,5215.5
Q9P258, Protein RCC2,RCC2,UP,35.0,0.5833333333333334,26.0,0.4126984126984127,1663.0,1508.0,629.5,629.5
Q9UHG3, Prenylcysteine oxidase 1,PCYOX1,UP,31.0,0.5166666666666667,28.0,0.4444444444444444,4504.0,3868.0,3754.5,3754.5
P02549," Spectrin alpha chain, erythrocytic 1",SPTA1,UP,47.0,0.7833333333333333,47.0,0.746031746031746,5319.5,4803.0,2492.5,2492.5
O00479, High mobility group nucleosome-binding domain-containing protein 4,HMGN4,UP,40.0,0.6666666666666666,26.0,0.4126984126984127,337.5,337.5,467.5,337.5
P09497, Clathrin light chain B,CLTB,UP,45.0,0.75,45.0,0.7142857142857143,5395.0,4850.0,5174.5,4850.0
P34897," Serine hydroxymethyltransferase, mitochondrial",SHMT2,UP,27.0,0.45,27.0,0.42857142857142855,5859.0,5287.0,2840.0,2840.0
Q9Y3F4, Serine-threonine kinase receptor-associated protein,STRAP,UP,45.0,0.75,47.0,0.746031746031746,6338.0,6240.0,3201.0,3201.0
P49862, Kallikrein-7,KLK7,UP,42.0,0.7,40.0,0.6349206349206349,4650.0,4037.0,6230.5,4037.0
P54578, Ubiquitin carboxyl-terminal hydrolase 14,USP14,DOWN,43.0,0.7166666666666667,46.0,0.7301587301587301,6013.0,5834.0,4473.0,4473.0
Q86V81, THO complex subunit 4,ALYREF,DOWN,43.0,0.7166666666666667,46.0,0.7301587301587301,6013.0,5834.0,4232.0,4232.0
P35580, Myosin-10,MYH10,UP,46.0,0.7666666666666667,39.0,0.6190476190476191,1887.5,1735.5,832.5,832.5
Q9UIV8, Serpin B13,SERPINB13,DOWN,49.0,0.8166666666666667,52.0,0.8253968253968254,6112.0,6129.0,385.5,385.5
P80188, Neutrophil gelatinase-associated lipocalin,LCN2,DOWN,43.0,0.7166666666666667,49.0,0.7777777777777778,4552.5,4040.0,735.0,735.0
Q9BQE3, Tubulin alpha-1C chain,TUBA1C,DOWN,20.0,0.3333333333333333,30.0,0.47619047619047616,2270.5,2039.5,1359.0,1359.0
P62888, 60S ribosomal protein L30,RPL30,UP,27.0,0.45,25.0,0.3968253968253968,4990.5,4421.5,3268.0,3268.0
P20290, Transcription factor BTF3,BTF3,UP,35.0,0.5833333333333334,30.0,0.47619047619047616,3248.0,2847.0,1921.5,1921.5
P22102, Trifunctional purine biosynthetic protein adenosine-3,GART,UP,44.0,0.7333333333333333,46.0,0.7301587301587301,6409.5,6257.5,5039.5,5039.5
P50570, Dynamin-2,DNM2,DOWN,35.0,0.5833333333333334,38.0,0.6031746031746031,5898.5,5375.0,4770.0,4770.0
Q9UGK3, Signal-transducing adaptor protein 2,STAP2,UP,16.0,0.26666666666666666,11.0,0.1746031746031746,3173.5,2841.5,2684.5,2684.5
O75947," ATP synthase subunit d, mitochondrial",ATP5PD,UP,39.0,0.65,39.0,0.6190476190476191,5713.0,4955.0,5105.0,4955.0
P62333, 26S proteasome regulatory subunit 10B,PSMC6,UP,39.0,0.65,27.0,0.42857142857142855,694.0,662.0,185.0,185.0
Q9UBM7, 7-dehydrocholesterol reductase,DHCR7,UP,12.0,0.2,10.0,0.15873015873015872,4984.5,4644.0,4503.5,4503.5
P16671, Platelet glycoprotein 4,CD36,UP,5.0,0.08333333333333333,3.0,0.047619047619047616,4489.0,4386.0,4466.0,4386.0
Q9Y230, RuvB-like 2,RUVBL2,UP,42.0,0.7,35.0,0.5555555555555556,2195.5,1968.5,874.0,874.0
P46060, Ran GTPase-activating protein 1,RANGAP1,DOWN,35.0,0.5833333333333334,39.0,0.6190476190476191,5469.0,4870.0,4403.0,4403.0
P61088, Ubiquitin-conjugating enzyme E2 N,UBE2N,UP,52.0,0.8666666666666667,51.0,0.8095238095238095,4380.5,3888.5,5776.0,3888.5
P55265, Double-stranded RNA-specific adenosine deaminase,ADAR,UP,26.0,0.43333333333333335,14.0,0.2222222222222222,661.5,633.5,373.0,373.0
P56192," Methionine--tRNA ligase, cytoplasmic",MARS1,UP,39.0,0.65,28.0,0.4444444444444444,980.5,901.5,538.5,538.5
Q9BTV4, Transmembrane protein 43,TMEM43,UP,35.0,0.5833333333333334,34.0,0.5396825396825397,5309.0,4733.0,4280.5,4280.5
P60985, Keratinocyte differentiation-associated protein,KRTDAP,DOWN,15.0,0.25,20.0,0.31746031746031744,4420.5,3863.5,3150.0,3150.0
Q86V21, Acetoacetyl-CoA synthetase,AACS,UP,20.0,0.3333333333333333,20.0,0.31746031746031744,5970.5,5590.0,5312.0,5312.0
Q96AE4, Far upstream element-binding protein 1,FUBP1,UP,49.0,0.8166666666666667,47.0,0.746031746031746,4238.5,3469.5,2856.0,2856.0
Q92747, Actin-related protein 2/3 complex subunit 1A,ARPC1A,DOWN,34.0,0.5666666666666667,39.0,0.6190476190476191,4999.5,4450.5,6135.0,4450.5
P23142, Fibulin-1,FBLN1,UP,49.0,0.8166666666666667,44.0,0.6984126984126984,2398.0,2246.5,519.5,519.5
P21397, Amine oxidase [flavin-containing] A,MAOA,UP,14.0,0.23333333333333334,12.0,0.19047619047619047,5027.5,4650.5,4326.0,4326.0
Q14112, Nidogen-2,NID2,UP,25.0,0.4166666666666667,22.0,0.3492063492063492,4614.5,3987.0,3429.0,3429.0
O43795, Unconventional myosin-Ib,MYO1B,UP,31.0,0.5166666666666667,20.0,0.31746031746031744,1081.0,1000.0,913.5,913.5
O15145, Actin-related protein 2/3 complex subunit 3,ARPC3,UP,50.0,0.8333333333333334,50.0,0.7936507936507936,5136.0,4706.0,4246.5,4246.5
Q53EL6, Programmed cell death protein 4,PDCD4,UP,33.0,0.55,18.0,0.2857142857142857,250.0,241.0,241.0,241.0
O75150, E3 ubiquitin-protein ligase BRE1B,RNF40,UP,20.0,0.3333333333333333,15.0,0.23809523809523808,3286.0,2935.5,2411.5,2411.5
Q9Y5B9, FACT complex subunit SPT16,SUPT16H,UP,35.0,0.5833333333333334,27.0,0.42857142857142855,2007.5,1792.5,1045.5,1045.5
Q9BR76, Coronin-1B,CORO1B,UP,47.0,0.7833333333333333,44.0,0.6984126984126984,3495.0,3154.5,3670.5,3154.5
O60240, Perilipin-1,PLIN1,UP,15.0,0.25,13.0,0.20634920634920634,5063.5,4623.5,4358.0,4358.0
P50213," Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",IDH3A,DOWN,28.0,0.4666666666666667,32.0,0.5079365079365079,5366.0,4793.0,6146.5,4793.0
P07919," Cytochrome b-c1 complex subunit 6, mitochondrial; Cytochrome b-c1 complex subunit 6-like, mitochondrial",UQCRH;UQCRHL,UP,18.0,0.3,13.0,0.20634920634920634,3243.5,2908.5,2411.5,2411.5
Q08380, Galectin-3-binding protein,LGALS3BP,UP,49.0,0.8166666666666667,46.0,0.7301587301587301,3338.5,3077.5,3573.0,3077.5
Q9NSD9, Phenylalanine--tRNA ligase beta subunit,FARSB,UP,33.0,0.55,30.0,0.47619047619047616,4439.5,3841.0,2974.5,2974.5
Q9H444, Charged multivesicular body protein 4b,CHMP4B,DOWN,30.0,0.5,37.0,0.5873015873015873,4046.0,3320.5,2929.5,2929.5
Q15907, Ras-related protein Rab-11B; Ras-related protein Rab-11A,RAB11B;RAB11A,UP,52.0,0.8666666666666667,49.0,0.7777777777777778,3074.0,2774.0,5139.5,2774.0
O43852, Calumenin,CALU,UP,39.0,0.65,36.0,0.5714285714285714,4330.5,3585.0,1921.5,1921.5
O75347, Tubulin-specific chaperone A,TBCA,UP,40.0,0.6666666666666666,27.0,0.42857142857142855,491.5,457.5,111.5,111.5
P62633, Cellular nucleic acid-binding protein,CNBP,UP,43.0,0.7166666666666667,35.0,0.5555555555555556,1739.5,1580.5,346.0,346.0
Q96I99," Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCLG2,UP,35.0,0.5833333333333334,29.0,0.4603174603174603,2910.0,2480.0,899.0,899.0
Q9UJS0, Calcium-binding mitochondrial carrier protein Aralar2,SLC25A13,UP,12.0,0.2,5.0,0.07936507936507936,1600.5,1573.5,1952.0,1573.5
Q9H2U2," Inorganic pyrophosphatase 2, mitochondrial",PPA2,UP,38.0,0.6333333333333333,34.0,0.5396825396825397,3563.5,3149.5,2723.0,2723.0
P56537, Eukaryotic translation initiation factor 6,EIF6,UP,52.0,0.8666666666666667,44.0,0.6984126984126984,1026.5,1019.5,2473.5,1019.5
P28074, Proteasome subunit beta type-5,PSMB5,UP,52.0,0.8666666666666667,51.0,0.8095238095238095,4380.5,3888.5,2631.5,2631.5
Q9BY44, Eukaryotic translation initiation factor 2A,EIF2A,DOWN,36.0,0.6,38.0,0.6031746031746031,6419.5,6223.0,3632.5,3632.5
Q9Y4W6, AFG3-like protein 2,AFG3L2,UP,29.0,0.48333333333333334,15.0,0.23809523809523808,332.0,330.0,364.5,330.0
P13861, cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,UP,43.0,0.7166666666666667,41.0,0.6507936507936508,4539.0,3970.0,5247.0,3970.0
Q12904, Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,AIMP1,UP,32.0,0.5333333333333333,31.0,0.49206349206349204,5361.5,4793.0,3344.0,3344.0
P37268, Squalene synthase,FDFT1,UP,5.0,0.08333333333333333,3.0,0.047619047619047616,4489.0,4386.0,4716.5,4386.0
O43396, Thioredoxin-like protein 1,TXNL1,DOWN,44.0,0.7333333333333333,47.0,0.746031746031746,6027.5,5848.5,3718.0,3718.0
P20933, N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase,AGA,UP,45.0,0.75,42.0,0.6666666666666666,3785.5,3280.5,3115.0,3115.0
O95782, AP-2 complex subunit alpha-1,AP2A1,UP,38.0,0.6333333333333333,33.0,0.5238095238095238,3201.5,2788.0,2929.5,2788.0
P15170, Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,GSPT1,UP,36.0,0.6,33.0,0.5238095238095238,4400.0,3675.0,3632.5,3632.5
P53602, Diphosphomevalonate decarboxylase,MVD,UP,30.0,0.5,30.0,0.47619047619047616,5826.5,5160.5,4326.0,4326.0
P47985," Cytochrome b-c1 complex subunit Rieske, mitochondrial; Putative cytochrome b-c1 complex subunit Rieske-like protein 1",UQCRFS1;UQCRFS,DOWN,27.0,0.45,32.0,0.5079365079365079,4826.5,4264.5,2720.0,2720.0
Q9NQR4, Omega-amidase NIT2,NIT2,UP,44.0,0.7333333333333333,43.0,0.6825396825396826,4945.0,4416.0,3268.0,3268.0
Q9BZZ5, Apoptosis inhibitor 5,API5,UP,22.0,0.36666666666666664,11.0,0.1746031746031746,808.5,780.5,430.5,430.5
Q14019, Coactosin-like protein,COTL1,UP,56.0,0.9333333333333333,53.0,0.8412698412698413,2280.5,2192.5,1441.5,1441.5
P12830, Cadherin-1,CDH1,UP,41.0,0.6833333333333333,38.0,0.6031746031746031,4254.0,3466.0,6012.0,3466.0
P30040, Endoplasmic reticulum resident protein 29,ERP29,DOWN,41.0,0.6833333333333333,44.0,0.6984126984126984,5984.0,5602.0,5672.0,5602.0
P51911, Calponin-1,CNN1,UP,41.0,0.6833333333333333,25.0,0.3968253968253968,139.5,139.5,68.0,68.0
